Parameters:
K = 928
cycle = 18
D1 = 526102
D2 = 633155
alpha_rep1 = 0.01853472
alpha_rep2 = 0.01361968
log_likelihood_rep1 = 379.655303
log_likelihood_rep2 = 1017.662700
convergence_rep1 = 0
convergence_rep2 = 0

Species	N_rep1	r_rep1	N_rep2	r_rep2
508	950.386046	0.00001144	2684.966556	0.00003231
509	1900.772093	0.00002287	1105.574464	0.00001330
510	1520.617673	0.00001830	315.878418	0.00000380
511	4371.775814	0.00005261	2842.905763	0.00003421
512	1520.617674	0.00001830	8212.838876	0.00009883
513	8553.474419	0.00010293	5527.872320	0.00006652
514	2851.158140	0.00003431	2842.905764	0.00003421
515	3421.389767	0.00004117	473.817625	0.00000570
516	3041.235348	0.00003660	947.635254	0.00001140
517	3231.312558	0.00003889	7265.203621	0.00008742
518	2851.158139	0.00003431	1105.574464	0.00001330
519	10074.092095	0.00012123	10581.927014	0.00012733
520	570.231626	0.00000686	1105.574462	0.00001330
521	10644.323723	0.00012809	12635.136734	0.00015204
522	760.308837	0.00000915	1579.392090	0.00001900
523	4181.698605	0.00005032	3158.784182	0.00003801
524	570.231629	0.00000686	315.878418	0.00000380
525	7603.088373	0.00009150	5685.811529	0.00006842
526	1330.540464	0.00001601	3000.844973	0.00003611
527	2471.003720	0.00002974	3790.541019	0.00004561
528	760.308836	0.00000915	2527.027345	0.00003041
529	760.308838	0.00000915	4106.419437	0.00004941
530	1520.617673	0.00001830	631.756834	0.00000760
531	570.231626	0.00000686	947.635253	0.00001140
532	760.308836	0.00000915	631.756836	0.00000760
533	1330.540464	0.00001601	2211.148927	0.00002661
534	950.386046	0.00001144	1263.513671	0.00001520
535	2661.080929	0.00003202	2053.209717	0.00002471
536	2661.080929	0.00003202	3316.723391	0.00003991
537	1330.540464	0.00001601	1105.574462	0.00001330
538	2280.926511	0.00002745	3948.480228	0.00004751
539	1520.617674	0.00001830	1895.270508	0.00002281
540	8933.628838	0.00010751	4264.358646	0.00005131
541	570.231629	0.00000686	473.817625	0.00000570
542	2280.926511	0.00002745	631.756834	0.00000760
543	1900.772093	0.00002287	1421.452881	0.00001710
544	1330.540465	0.00001601	3158.784182	0.00003801
545	1520.617673	0.00001830	473.817627	0.00000570
546	6652.702326	0.00008006	13108.954361	0.00015774
547	1710.694882	0.00002059	2842.905764	0.00003421
548	570.231626	0.00000686	2211.148927	0.00002661
549	1710.694884	0.00002059	3158.784185	0.00003801
550	950.386046	0.00001144	1579.392090	0.00001900
551	1330.540465	0.00001601	1579.392090	0.00001900
552	4371.775813	0.00005261	1421.452881	0.00001710
553	1330.540467	0.00001601	473.817627	0.00000570
554	4371.775814	0.00005261	631.756836	0.00000760
555	1900.772092	0.00002287	1579.392091	0.00001900
556	1520.617673	0.00001830	315.878418	0.00000380
557	3041.235348	0.00003660	1263.513674	0.00001520
558	1520.617674	0.00001830	2527.027346	0.00003041
559	5322.161861	0.00006405	1263.513672	0.00001520
560	4942.007442	0.00005947	7107.264412	0.00008552
561	1520.617673	0.00001830	2369.088137	0.00002851
562	1140.463255	0.00001372	473.817625	0.00000570
563	950.386046	0.00001144	2842.905763	0.00003421
564	5322.161861	0.00006405	10739.866223	0.00012923
565	950.386046	0.00001144	473.817625	0.00000570
566	570.231626	0.00000686	1105.574462	0.00001330
567	950.386045	0.00001144	4896.115483	0.00005892
568	380.154419	0.00000457	631.756834	0.00000760
569	3991.621395	0.00004804	947.635253	0.00001140
570	3231.312559	0.00003889	1421.452882	0.00001710
571	2280.926511	0.00002745	1421.452881	0.00001710
572	950.386048	0.00001144	1895.270512	0.00002281
573	2280.926511	0.00002745	1105.574463	0.00001330
574	760.308836	0.00000915	1895.270508	0.00002281
575	760.308838	0.00000915	789.696046	0.00000950
576	1140.463254	0.00001372	473.817625	0.00000570
577	1710.694884	0.00002059	1737.331301	0.00002091
578	2280.926511	0.00002745	2211.148927	0.00002661
579	6082.470698	0.00007320	15162.164081	0.00018245
580	11594.709770	0.00013953	8370.778086	0.00010073
581	950.386046	0.00001144	631.756834	0.00000760
582	5322.161861	0.00006405	2211.148928	0.00002661
583	1900.772092	0.00002287	5211.993902	0.00006272
584	950.386046	0.00001144	2053.209717	0.00002471
585	4751.930232	0.00005718	9318.413341	0.00011213
586	3041.235348	0.00003660	947.635254	0.00001140
587	1140.463254	0.00001372	473.817628	0.00000570
588	1330.540465	0.00001601	1421.452881	0.00001710
589	570.231627	0.00000686	2053.209718	0.00002471
590	7032.856745	0.00008463	1895.270509	0.00002281
591	3231.312557	0.00003889	789.696046	0.00000950
592	3421.389767	0.00004117	1105.574463	0.00001330
593	7222.933954	0.00008692	1737.331299	0.00002091
594	2090.849302	0.00002516	631.756834	0.00000760
595	1520.617673	0.00001830	11055.744642	0.00013303
596	2090.849302	0.00002516	631.756838	0.00000760
597	1330.540464	0.00001601	2684.966554	0.00003231
598	1900.772092	0.00002287	6633.446784	0.00007982
599	4371.775815	0.00005261	3948.480229	0.00004751
600	380.154417	0.00000457	2211.148927	0.00002661
601	2851.158139	0.00003431	2211.148926	0.00002661
602	950.386045	0.00001144	789.696045	0.00000950
603	950.386048	0.00001144	473.817625	0.00000570
604	1710.694883	0.00002059	789.696045	0.00000950
605	3421.389767	0.00004117	789.696044	0.00000950
606	1140.463255	0.00001372	631.756834	0.00000760
607	380.154419	0.00000457	1579.392090	0.00001900
608	1900.772092	0.00002287	3948.480229	0.00004751
609	1330.540464	0.00001601	947.635254	0.00001140
610	950.386046	0.00001144	789.696046	0.00000950
611	1520.617674	0.00001830	473.817625	0.00000570
612	1140.463255	0.00001372	473.817625	0.00000570
613	950.386046	0.00001144	789.696046	0.00000950
614	950.386046	0.00001144	1105.574463	0.00001330
615	1330.540465	0.00001601	631.756836	0.00000760
616	2661.080929	0.00003202	1579.392091	0.00001900
617	2090.849301	0.00002516	3316.723391	0.00003991
618	3421.389767	0.00004117	1263.513674	0.00001520
619	2661.080929	0.00003202	1421.452880	0.00001710
620	570.231627	0.00000686	789.696045	0.00000950
621	1520.617673	0.00001830	1263.513672	0.00001520
622	2280.926511	0.00002745	315.878418	0.00000380
623	1330.540465	0.00001601	1579.392090	0.00001900
624	1520.617673	0.00001830	3158.784182	0.00003801
625	4561.853023	0.00005490	789.696044	0.00000950
626	3041.235349	0.00003660	947.635253	0.00001140
627	1520.617673	0.00001830	2053.209718	0.00002471
628	760.308836	0.00000915	789.696044	0.00000950
629	2090.849302	0.00002516	1579.392090	0.00001900
630	1520.617673	0.00001830	2369.088136	0.00002851
631	2090.849302	0.00002516	631.756834	0.00000760
632	3611.466976	0.00004346	3632.601810	0.00004371
633	1520.617674	0.00001830	2684.966554	0.00003231
634	2090.849301	0.00002516	3158.784182	0.00003801
635	570.231626	0.00000686	631.756836	0.00000760
636	2280.926511	0.00002745	1895.270508	0.00002281
637	5702.316279	0.00006862	5527.872320	0.00006652
638	2090.849301	0.00002516	473.817625	0.00000570
639	760.308836	0.00000915	947.635254	0.00001140
640	570.231627	0.00000686	6633.446784	0.00007982
641	4561.853024	0.00005490	2527.027345	0.00003041
642	1140.463255	0.00001372	1263.513673	0.00001520
643	1140.463255	0.00001372	631.756836	0.00000760
644	1520.617674	0.00001830	2842.905763	0.00003421
645	2471.003721	0.00002974	473.817625	0.00000570
646	1520.617674	0.00001830	3000.844973	0.00003611
647	1900.772092	0.00002287	2527.027345	0.00003041
648	2661.080930	0.00003202	631.756838	0.00000760
649	950.386046	0.00001144	1737.331299	0.00002091
650	1330.540464	0.00001601	1421.452880	0.00001710
651	760.308836	0.00000915	1105.574462	0.00001330
652	1710.694883	0.00002059	2053.209717	0.00002471
653	1140.463255	0.00001372	1105.574463	0.00001330
654	1520.617675	0.00001830	947.635255	0.00001140
655	760.308838	0.00000915	1737.331299	0.00002091
656	2661.080930	0.00003202	6317.568366	0.00007602
657	380.154419	0.00000457	631.756837	0.00000760
658	380.154419	0.00000457	1421.452880	0.00001710
659	1140.463255	0.00001372	3790.541019	0.00004561
660	950.386047	0.00001144	1421.452882	0.00001710
661	2471.003720	0.00002974	631.756838	0.00000760
662	950.386045	0.00001144	947.635255	0.00001140
663	2090.849302	0.00002516	7581.082040	0.00009122
664	570.231627	0.00000686	1421.452880	0.00001710
665	1330.540467	0.00001601	2053.209719	0.00002471
666	760.308835	0.00000915	3158.784182	0.00003801
667	2090.849302	0.00002516	4580.237065	0.00005511
668	2280.926511	0.00002745	2842.905764	0.00003421
669	1900.772092	0.00002287	4264.358646	0.00005131
670	950.386046	0.00001144	789.696044	0.00000950
671	760.308835	0.00000915	1105.574463	0.00001330
672	760.308835	0.00000915	789.696045	0.00000950
673	2471.003721	0.00002974	9476.352550	0.00011403
674	1330.540464	0.00001601	1737.331301	0.00002091
675	760.308835	0.00000915	1421.452882	0.00001710
676	1520.617674	0.00001830	1105.574463	0.00001330
677	1710.694884	0.00002059	1105.574464	0.00001330
678	760.308835	0.00000915	631.756838	0.00000760
679	760.308835	0.00000915	631.756834	0.00000760
680	950.386046	0.00001144	1421.452882	0.00001710
681	2661.080931	0.00003202	2211.148929	0.00002661
682	1140.463254	0.00001372	3158.784182	0.00003801
683	2280.926511	0.00002745	315.878418	0.00000380
684	1330.540464	0.00001601	3948.480228	0.00004751
685	950.386045	0.00001144	473.817627	0.00000570
686	1900.772093	0.00002287	473.817628	0.00000570
687	1520.617673	0.00001830	631.756834	0.00000760
688	1330.540464	0.00001601	5685.811529	0.00006842
689	760.308835	0.00000915	2053.209717	0.00002471
690	760.308836	0.00000915	1737.331299	0.00002091
691	760.308836	0.00000915	1579.392090	0.00001900
692	570.231627	0.00000686	1263.513671	0.00001520
693	950.386045	0.00001144	473.817627	0.00000570
694	1900.772093	0.00002287	1579.392090	0.00001900
695	1330.540464	0.00001601	473.817625	0.00000570
696	1330.540464	0.00001601	2053.209718	0.00002471
697	1140.463255	0.00001372	5054.054692	0.00006082
698	760.308836	0.00000915	1105.574464	0.00001330
699	950.386047	0.00001144	2211.148927	0.00002661
700	3611.466976	0.00004346	3316.723391	0.00003991
701	1900.772093	0.00002287	1737.331299	0.00002091
702	760.308837	0.00000915	2369.088136	0.00002851
703	950.386046	0.00001144	473.817625	0.00000570
704	2280.926511	0.00002745	947.635254	0.00001140
705	950.386047	0.00001144	789.696046	0.00000950
706	2471.003720	0.00002974	6475.507575	0.00007792
707	1330.540465	0.00001601	1421.452880	0.00001710
708	760.308835	0.00000915	631.756834	0.00000760
709	1140.463256	0.00001372	1579.392090	0.00001900
710	950.386048	0.00001144	947.635253	0.00001140
711	570.231627	0.00000686	5369.933111	0.00006462
712	950.386046	0.00001144	789.696044	0.00000950
713	570.231626	0.00000686	473.817625	0.00000570
714	950.386046	0.00001144	789.696046	0.00000950
715	760.308836	0.00000915	789.696047	0.00000950
716	1140.463254	0.00001372	631.756834	0.00000760
717	2471.003722	0.00002974	1737.331301	0.00002091
718	760.308836	0.00000915	1737.331300	0.00002091
719	570.231626	0.00000686	631.756834	0.00000760
720	2280.926510	0.00002745	4422.297855	0.00005321
721	1140.463255	0.00001372	1737.331299	0.00002091
722	760.308835	0.00000915	631.756836	0.00000760
723	760.308836	0.00000915	631.756834	0.00000760
724	1520.617673	0.00001830	1579.392091	0.00001900
725	1330.540464	0.00001601	2684.966554	0.00003231
726	1520.617673	0.00001830	1579.392090	0.00001900
727	2280.926511	0.00002745	7265.203621	0.00008742
728	1520.617673	0.00001830	3948.480229	0.00004751
729	950.386046	0.00001144	1737.331299	0.00002091
730	1520.617673	0.00001830	947.635256	0.00001140
731	2280.926511	0.00002745	4896.115483	0.00005892
732	570.231626	0.00000686	315.878418	0.00000380
733	1520.617673	0.00001830	1421.452881	0.00001710
734	3611.466977	0.00004346	1421.452883	0.00001710
735	2280.926510	0.00002745	473.817625	0.00000570
736	2090.849301	0.00002516	2842.905764	0.00003421
737	950.386046	0.00001144	1737.331301	0.00002091
738	1900.772094	0.00002287	1263.513672	0.00001520
739	2280.926511	0.00002745	1263.513672	0.00001520
740	950.386045	0.00001144	2369.088136	0.00002851
741	950.386045	0.00001144	7265.203621	0.00008742
742	760.308836	0.00000915	1263.513672	0.00001520
743	1710.694883	0.00002059	7739.021249	0.00009312
744	380.154419	0.00000457	4422.297856	0.00005321
745	1140.463254	0.00001372	631.756834	0.00000760
746	380.154419	0.00000457	4106.419437	0.00004941
747	570.231626	0.00000686	631.756836	0.00000760
748	760.308835	0.00000915	631.756834	0.00000760
749	950.386046	0.00001144	3948.480228	0.00004751
750	760.308835	0.00000915	1263.513672	0.00001520
751	2851.158139	0.00003431	2369.088138	0.00002851
752	570.231627	0.00000686	473.817625	0.00000570
753	1140.463256	0.00001372	1579.392091	0.00001900
754	760.308835	0.00000915	1579.392090	0.00001900
755	1140.463255	0.00001372	947.635253	0.00001140
756	570.231626	0.00000686	2053.209717	0.00002471
757	570.231627	0.00000686	1263.513673	0.00001520
758	950.386046	0.00001144	3316.723392	0.00003991
759	950.386049	0.00001144	1737.331301	0.00002091
760	570.231626	0.00000686	631.756834	0.00000760
761	1330.540464	0.00001601	1421.452881	0.00001710
762	950.386046	0.00001144	473.817625	0.00000570
763	950.386045	0.00001144	631.756834	0.00000760
764	5512.239071	0.00006633	2842.905763	0.00003421
765	950.386046	0.00001144	631.756834	0.00000760
766	950.386046	0.00001144	473.817625	0.00000570
767	1330.540465	0.00001601	1263.513672	0.00001520
768	570.231626	0.00000686	1421.452882	0.00001710
769	1710.694883	0.00002059	5054.054693	0.00006082
770	570.231629	0.00000686	1421.452880	0.00001710
771	1330.540464	0.00001601	631.756837	0.00000760
772	3231.312558	0.00003889	1105.574462	0.00001330
773	1520.617675	0.00001830	1421.452881	0.00001710
774	1520.617673	0.00001830	1263.513672	0.00001520
775	2851.158141	0.00003431	3948.480229	0.00004751
776	760.308835	0.00000915	473.817628	0.00000570
777	760.308837	0.00000915	1105.574465	0.00001330
778	760.308835	0.00000915	631.756834	0.00000760
779	760.308835	0.00000915	473.817625	0.00000570
780	1140.463255	0.00001372	2684.966556	0.00003231
781	1140.463255	0.00001372	631.756836	0.00000760
782	3231.312557	0.00003889	789.696045	0.00000950
783	950.386048	0.00001144	1579.392090	0.00001900
784	1330.540465	0.00001601	1105.574463	0.00001330
785	380.154419	0.00000457	789.696045	0.00000950
786	2090.849302	0.00002516	947.635254	0.00001140
787	1710.694883	0.00002059	3000.844974	0.00003611
788	380.154419	0.00000457	1579.392090	0.00001900
789	2280.926512	0.00002745	2842.905763	0.00003421
790	1140.463255	0.00001372	2527.027345	0.00003041
791	1140.463255	0.00001372	1421.452880	0.00001710
792	3041.235349	0.00003660	1737.331299	0.00002091
793	1520.617674	0.00001830	947.635254	0.00001140
794	760.308836	0.00000915	8528.717295	0.00010263
795	3231.312557	0.00003889	7107.264412	0.00008552
796	3611.466976	0.00004346	2527.027347	0.00003041
797	570.231626	0.00000686	1737.331299	0.00002091
798	760.308835	0.00000915	473.817625	0.00000570
799	1520.617673	0.00001830	789.696047	0.00000950
800	570.231626	0.00000686	1263.513671	0.00001520
801	1330.540464	0.00001601	1895.270508	0.00002281
802	760.308835	0.00000915	631.756836	0.00000760
803	570.231626	0.00000686	1105.574462	0.00001330
804	570.231629	0.00000686	3158.784182	0.00003801
805	760.308836	0.00000915	1421.452881	0.00001710
806	2090.849302	0.00002516	4896.115484	0.00005892
807	1900.772092	0.00002287	6159.629157	0.00007412
808	1140.463255	0.00001372	2053.209719	0.00002471
809	1710.694886	0.00002059	2211.148928	0.00002661
810	760.308835	0.00000915	2053.209717	0.00002471
811	1900.772092	0.00002287	2527.027345	0.00003041
812	2851.158138	0.00003431	2211.148926	0.00002661
813	950.386046	0.00001144	2211.148926	0.00002661
814	950.386046	0.00001144	2527.027345	0.00003041
815	950.386045	0.00001144	1421.452881	0.00001710
816	1710.694884	0.00002059	1263.513672	0.00001520
817	1140.463254	0.00001372	947.635254	0.00001140
818	1330.540465	0.00001601	1579.392091	0.00001900
819	1520.617674	0.00001830	789.696044	0.00000950
820	1140.463255	0.00001372	473.817625	0.00000570
821	1330.540465	0.00001601	1737.331299	0.00002091
822	760.308835	0.00000915	1421.452880	0.00001710
823	570.231626	0.00000686	3158.784182	0.00003801
824	950.386046	0.00001144	789.696044	0.00000950
825	950.386045	0.00001144	2842.905763	0.00003421
826	570.231627	0.00000686	1263.513672	0.00001520
827	950.386046	0.00001144	789.696044	0.00000950
828	1330.540465	0.00001601	1263.513674	0.00001520
829	760.308836	0.00000915	1421.452881	0.00001710
830	950.386046	0.00001144	1895.270508	0.00002281
831	2090.849302	0.00002516	473.817625	0.00000570
832	950.386045	0.00001144	473.817625	0.00000570
833	760.308838	0.00000915	947.635253	0.00001140
834	950.386046	0.00001144	631.756837	0.00000760
835	570.231626	0.00000686	1105.574463	0.00001330
836	380.154419	0.00000457	789.696047	0.00000950
837	3041.235348	0.00003660	10108.109387	0.00012163
838	2090.849302	0.00002516	473.817625	0.00000570
839	760.308835	0.00000915	631.756836	0.00000760
840	380.154419	0.00000457	473.817625	0.00000570
841	380.154419	0.00000457	1895.270509	0.00002281
842	950.386046	0.00001144	789.696047	0.00000950
843	950.386047	0.00001144	789.696044	0.00000950
844	570.231629	0.00000686	947.635254	0.00001140
845	2471.003720	0.00002974	473.817628	0.00000570
846	1710.694883	0.00002059	1105.574462	0.00001330
847	950.386046	0.00001144	473.817627	0.00000570
848	950.386046	0.00001144	1579.392092	0.00001900
849	1140.463255	0.00001372	473.817628	0.00000570
850	950.386046	0.00001144	1579.392090	0.00001900
851	570.231626	0.00000686	2684.966554	0.00003231
852	2090.849302	0.00002516	1263.513674	0.00001520
853	2661.080930	0.00003202	1737.331300	0.00002091
854	950.386046	0.00001144	1263.513672	0.00001520
855	950.386046	0.00001144	789.696044	0.00000950
856	380.154419	0.00000457	631.756834	0.00000760
857	570.231627	0.00000686	5211.993902	0.00006272
858	1710.694884	0.00002059	2684.966555	0.00003231
859	570.231626	0.00000686	1263.513671	0.00001520
860	1900.772092	0.00002287	4580.237065	0.00005511
861	2471.003720	0.00002974	3632.601810	0.00004371
862	380.154419	0.00000457	3632.601809	0.00004371
863	950.386045	0.00001144	1421.452881	0.00001710
864	1140.463254	0.00001372	473.817628	0.00000570
865	1140.463255	0.00001372	631.756834	0.00000760
866	950.386046	0.00001144	789.696044	0.00000950
867	1710.694882	0.00002059	3158.784182	0.00003801
868	950.386046	0.00001144	2369.088136	0.00002851
869	950.386047	0.00001144	7265.203621	0.00008742
870	1710.694884	0.00002059	789.696046	0.00000950
871	1140.463254	0.00001372	631.756834	0.00000760
872	760.308835	0.00000915	1737.331299	0.00002091
873	570.231629	0.00000686	473.817625	0.00000570
874	570.231626	0.00000686	1263.513672	0.00001520
875	570.231627	0.00000686	2684.966554	0.00003231
876	570.231626	0.00000686	789.696045	0.00000950
877	950.386045	0.00001144	1105.574462	0.00001330
878	950.386045	0.00001144	947.635253	0.00001140
879	1330.540464	0.00001601	473.817625	0.00000570
880	570.231626	0.00000686	1105.574463	0.00001330
881	950.386046	0.00001144	631.756834	0.00000760
882	380.154419	0.00000457	473.817628	0.00000570
883	570.231626	0.00000686	1263.513671	0.00001520
884	950.386046	0.00001144	631.756836	0.00000760
885	1520.617675	0.00001830	2211.148928	0.00002661
886	1140.463256	0.00001372	3000.844973	0.00003611
887	760.308835	0.00000915	473.817625	0.00000570
888	570.231629	0.00000686	1263.513671	0.00001520
889	760.308835	0.00000915	473.817625	0.00000570
890	760.308836	0.00000915	1421.452880	0.00001710
891	950.386045	0.00001144	2842.905764	0.00003421
892	1710.694883	0.00002059	2053.209718	0.00002471
893	760.308836	0.00000915	5054.054692	0.00006082
894	1330.540464	0.00001601	1895.270508	0.00002281
895	570.231627	0.00000686	2527.027345	0.00003041
896	2471.003721	0.00002974	631.756834	0.00000760
897	760.308836	0.00000915	947.635256	0.00001140
898	760.308836	0.00000915	631.756836	0.00000760
899	570.231629	0.00000686	631.756838	0.00000760
900	570.231626	0.00000686	631.756834	0.00000760
901	570.231626	0.00000686	1263.513672	0.00001520
902	760.308836	0.00000915	4264.358646	0.00005131
903	570.231626	0.00000686	1421.452881	0.00001710
904	1710.694882	0.00002059	631.756834	0.00000760
905	570.231626	0.00000686	2053.209718	0.00002471
906	570.231626	0.00000686	1105.574462	0.00001330
907	570.231626	0.00000686	947.635253	0.00001140
908	950.386047	0.00001144	1105.574462	0.00001330
909	570.231626	0.00000686	473.817625	0.00000570
910	1520.617674	0.00001830	2211.148927	0.00002661
911	1140.463255	0.00001372	1421.452882	0.00001710
912	950.386047	0.00001144	631.756837	0.00000760
913	760.308836	0.00000915	1263.513672	0.00001520
914	760.308835	0.00000915	947.635253	0.00001140
915	380.154419	0.00000457	473.817625	0.00000570
916	1900.772094	0.00002287	1579.392091	0.00001900
917	1330.540464	0.00001601	947.635253	0.00001140
918	760.308836	0.00000915	789.696044	0.00000950
919	1140.463254	0.00001372	631.756834	0.00000760
920	760.308836	0.00000915	947.635254	0.00001140
921	950.386047	0.00001144	947.635255	0.00001140
922	950.386045	0.00001144	473.817625	0.00000570
923	1330.540465	0.00001601	1421.452882	0.00001710
924	570.231626	0.00000686	789.696044	0.00000950
925	1710.694884	0.00002059	1263.513674	0.00001520
926	950.386046	0.00001144	4896.115484	0.00005892
927	760.308835	0.00000915	789.696044	0.00000950
928	570.231626	0.00000686	3000.844973	0.00003611
